"2024-10-02 12:47:28 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","69.0532"
"2024-10-02 13:17:28 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.4872"
"2024-10-02 13:47:28 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.0074"
"2024-10-02 14:17:27 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.9252"
"2024-10-02 14:47:26 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","64.5834"
"2024-10-02 15:17:26 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.3354"
"2024-10-02 15:47:26 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.779"
"2024-10-02 16:17:25 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","70.5158"
"2024-10-02 16:47:25 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","69.0603"
"2024-10-02 17:17:25 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","60.4183"
"2024-10-02 17:47:25 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","55.4888"
"2024-10-02 18:17:25 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","62.114"
"2024-10-02 18:47:24 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","61.6338"
"2024-10-02 19:17:23 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","60.6127"
"2024-10-02 19:47:22 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","62.879"
"2024-10-02 20:17:22 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.8065"
"2024-10-02 20:47:21 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","73.2949"
"2024-10-02 21:17:21 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","59.8282"
"2024-10-02 21:47:21 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","52.6136"
"2024-10-02 22:17:21 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","51.7945"
"2024-10-02 22:47:21 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","42.538"
"2024-10-02 23:17:20 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","40.7922"
"2024-10-02 23:47:19 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","45.334"
"2024-10-03 00:17:18 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","44.7865"
"2024-10-03 00:47:17 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","42.9678"
"2024-10-03 01:17:16 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","42.4567"
"2024-10-03 01:47:16 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","40.0492"
"2024-10-03 02:17:15 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","44.7614"
"2024-10-03 02:47:14 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","53.9305"
"2024-10-03 03:17:13 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","41.5231"
"2024-10-03 03:47:12 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","53.3866"
"2024-10-03 04:17:11 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","53.4512"
"2024-10-03 04:47:11 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","62.806"
"2024-10-03 05:17:10 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.5746"
"2024-10-03 05:41:34 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","69.4409"
"2024-10-03 06:59:25 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.8997"
"2024-10-03 07:29:24 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.0576"
"2024-10-03 07:59:23 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","62.2336"
"2024-10-03 08:29:22 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","61.3897"
"2024-10-03 08:59:22 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.1811"
"2024-10-03 09:29:21 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.9555"
"2024-10-03 09:59:21 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","56.8467"
"2024-10-03 10:29:21 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","62.6216"
"2024-10-03 10:59:21 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.1189"
"2024-10-03 11:29:21 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","58.7952"
"2024-10-03 11:59:17 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","56.9222"
"2024-10-03 12:29:20 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","53.5287"
"2024-10-03 12:59:19 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","57.1089"
"2024-10-03 13:29:18 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","59.2258"
"2024-10-03 13:59:18 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.7301"
"2024-10-03 14:11:50 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","74.5133"
"2024-10-03 17:33:51 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.2436"
"2024-10-03 18:03:51 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.0601"
"2024-10-03 18:33:50 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.819"
"2024-10-03 19:03:49 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.7533"
"2024-10-03 19:33:49 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.8665"
"2024-10-03 20:03:49 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","60.7435"
"2024-10-03 20:33:49 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","51.5559"
"2024-10-03 21:03:48 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","48.1771"
"2024-10-03 21:33:47 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","48.111"
"2024-10-03 22:03:46 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","48.5665"
"2024-10-03 22:33:46 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","52.5535"
"2024-10-03 23:03:46 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","48.6172"
"2024-10-03 23:33:45 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","54.1527"
"2024-10-04 00:03:45 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","45.617"
"2024-10-04 00:33:45 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","52.8471"
"2024-10-04 01:03:45 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.6579"
"2024-10-04 01:33:44 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","50.6209"
"2024-10-04 02:03:43 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","48.688"
"2024-10-04 02:33:42 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","50.0495"
"2024-10-04 03:03:42 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","53.3051"
"2024-10-04 03:33:42 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.6319"
"2024-10-04 03:55:19 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.1586"
"2024-10-04 05:04:15 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","75.8622"
"2024-10-04 05:29:48 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.3153"
"2024-10-04 05:59:48 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","77.2883"
"2024-10-04 06:29:47 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","52.7501"
"2024-10-04 06:59:46 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","54.3792"
"2024-10-04 07:29:46 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","70.2429"
"2024-10-04 07:59:45 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","55.2019"
"2024-10-04 08:29:44 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","51.1444"
"2024-10-04 08:59:43 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","58.4043"
"2024-10-04 09:29:42 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","58.784"
"2024-10-04 09:59:42 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.3663"
"2024-10-04 10:29:42 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.7409"
"2024-10-04 10:59:41 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","54.402"
"2024-10-04 11:29:41 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","56.9716"
"2024-10-04 11:59:41 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","60.4838"
"2024-10-04 12:29:41 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","61.5326"
"2024-10-04 12:59:41 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","64.2466"
"2024-10-04 13:29:40 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.1501"
"2024-10-04 13:59:40 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","75.1212"
"2024-10-04 14:29:40 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.0473"
"2024-10-04 14:59:39 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","70.6139"
"2024-10-04 15:29:39 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.6547"
"2024-10-04 15:30:19 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","59.4779"
"2024-10-06 07:44:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","58.7835"
"2024-10-06 13:07:20 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","69.7754"
"2024-10-06 13:37:20 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.0694"
"2024-10-06 14:07:19 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","71.946"
"2024-10-06 14:37:18 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","70.0749"
"2024-10-06 15:07:17 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","71.1196"
"2024-10-06 15:37:16 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.9468"
"2024-10-06 16:07:15 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","69.8203"
"2024-10-06 16:26:38 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","75.1044"
"2024-10-07 13:55:55 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","64.0351"
"2024-10-07 14:15:50 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","76.9567"
"2024-10-07 14:24:17 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","80.817"
"2024-10-07 14:37:26 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","81.2265"
"2024-10-07 14:43:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","83.7928"
"2024-10-07 14:50:11 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","83.0469"
"2024-10-07 14:56:00 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","83.6377"
"2024-10-07 15:10:16 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.9763"
"2024-10-07 15:18:15 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","80.8923"
"2024-10-07 15:30:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","81.0959"
"2024-10-07 15:37:24 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","82.3249"
"2024-10-07 15:43:48 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","82.4327"
"2024-10-07 15:58:00 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","82.1062"
"2024-10-07 16:27:59 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","76.3941"
"2024-10-07 16:57:59 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.2635"
"2024-10-07 17:27:58 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.1579"
"2024-10-07 17:57:58 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","64.6499"
"2024-10-07 18:27:58 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","55.3166"
"2024-10-07 18:57:58 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","55.3278"
"2024-10-07 19:27:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","54.9033"
"2024-10-07 19:57:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","56.4399"
"2024-10-07 20:27:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","60.324"
"2024-10-07 20:33:36 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","54.7983"
"2024-10-07 21:14:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","56.8486"
"2024-10-07 21:44:02 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","52.0242"
"2024-10-07 22:14:01 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","49.736"
"2024-10-07 22:44:01 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","46.308"
"2024-10-07 23:14:00 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","47.7745"
"2024-10-07 23:43:59 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","50.6136"
"2024-10-08 00:13:58 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","51.0308"
"2024-10-08 00:43:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","47.3858"
"2024-10-08 01:13:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","51.0347"
"2024-10-08 01:43:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","53.0349"
"2024-10-08 02:13:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.8212"
"2024-10-08 02:43:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","49.0233"
"2024-10-08 03:13:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","50.6196"
"2024-10-08 03:43:56 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","49.8751"
"2024-10-08 04:13:55 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","55.6898"
"2024-10-08 04:43:52 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","58.9133"
"2024-10-08 04:59:56 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.9433"
"2024-10-08 05:40:50 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","64.0885"
"2024-10-08 06:10:49 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","53.8166"
"2024-10-08 06:40:48 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","55.31"
"2024-10-08 07:10:47 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","53.6959"
"2024-10-08 07:40:46 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","57.3938"
"2024-10-08 08:10:45 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","54.9537"
"2024-10-08 08:40:44 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","58.1754"
"2024-10-08 09:10:43 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","47.7452"
"2024-10-08 09:40:42 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","48.0168"
"2024-10-08 10:10:41 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.638"
"2024-10-08 10:40:40 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","56.9079"
"2024-10-08 11:10:40 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","60.4077"
"2024-10-08 11:40:40 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.6362"
"2024-10-08 12:10:39 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","45.7582"
"2024-10-08 12:40:39 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","50.5739"
"2024-10-08 13:10:38 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","51.6604"
"2024-10-08 13:40:37 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","50.32"
"2024-10-08 14:10:36 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","54.4968"
"2024-10-08 14:40:36 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","48.1432"
"2024-10-08 15:10:35 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","54.9363"
"2024-10-08 15:40:34 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","53.704"
"2024-10-08 15:49:12 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.5163"
"2024-10-09 06:25:37 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","69.1711"
"2024-10-09 06:55:37 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","59.7145"
"2024-10-09 07:25:37 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","64.5039"
"2024-10-09 07:55:37 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","58.184"
"2024-10-09 08:25:37 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","56.3572"
"2024-10-09 08:55:37 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","59.1858"
"2024-10-09 09:25:37 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.6146"
"2024-10-09 09:55:36 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.1769"
"2024-10-09 10:25:35 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","60.6261"
"2024-10-09 10:55:35 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","64.7648"
"2024-10-09 11:25:34 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","49.191"
"2024-10-09 11:55:33 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","48.9074"
"2024-10-09 12:25:32 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","59.4443"
"2024-10-09 12:55:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","59.7473"
"2024-10-09 13:25:30 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","58.9926"
"2024-10-09 13:55:29 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","59.8136"
"2024-10-09 14:25:29 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.5701"
"2024-10-09 14:44:30 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.6894"
"2024-10-09 15:59:23 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","60.6702"
"2024-10-10 06:45:11 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","62.9672"
"2024-10-10 07:15:10 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","58.5672"
"2024-10-10 07:45:09 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","61.6355"
"2024-10-10 08:15:08 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","60.9545"
"2024-10-10 08:45:07 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","51.256"
"2024-10-10 09:15:06 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","52.0005"
"2024-10-10 09:45:06 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.5925"
"2024-10-10 10:15:06 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","70.1645"
"2024-10-10 10:45:06 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.0881"
"2024-10-10 11:15:05 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.5891"
"2024-10-10 11:45:05 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","58.1248"
"2024-10-10 12:15:04 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.6057"
"2024-10-10 12:45:04 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","71.472"
"2024-10-10 13:15:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.123"
"2024-10-10 13:45:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.7348"
"2024-10-10 14:15:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","61.1301"
"2024-10-10 14:45:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","74.0945"
"2024-10-10 15:15:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","53.704"
"2024-10-10 15:45:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.4751"
"2024-10-10 16:15:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.0306"
"2024-10-10 16:45:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","60.5128"
"2024-10-10 17:15:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.1043"
"2024-10-10 17:30:34 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.6952"
"2024-10-10 17:43:46 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.6886"
"2024-10-11 07:18:48 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","59.1167"
"2024-10-12 08:51:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.2432"
"2024-10-12 09:21:56 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","75.4309"
"2024-10-12 09:51:55 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","70.7626"
"2024-10-12 10:21:55 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","71.707"
"2024-10-12 10:51:54 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","69.9738"
"2024-10-12 11:21:54 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","69.3115"
"2024-10-12 11:51:54 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","70.4185"
"2024-10-12 12:21:53 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","70.5829"
"2024-10-12 12:51:52 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.5162"
"2024-10-12 13:21:52 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.9685"
"2024-10-12 13:51:52 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","62.8868"
"2024-10-12 14:21:52 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","69.408"
"2024-10-12 14:51:52 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.0929"
"2024-10-12 15:21:52 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.4378"
"2024-10-12 15:51:52 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.4012"
"2024-10-12 16:21:52 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","62.1614"
"2024-10-12 16:41:56 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","61.2883"
"2024-10-13 08:34:48 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.8542"
"2024-10-13 09:04:47 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.2796"
"2024-10-13 09:34:46 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.2314"
"2024-10-13 10:04:45 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.4599"
"2024-10-13 10:34:44 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.3397"
"2024-10-13 11:04:44 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.1299"
"2024-10-13 11:34:43 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","61.5395"
"2024-10-13 11:47:12 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","64.4748"
"2024-10-14 11:50:40 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.2351"
"2024-10-14 12:20:40 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.1551"
"2024-10-14 12:44:36 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.5781"
"2024-10-15 06:58:11 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.6546"
"2024-10-15 07:28:10 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.5189"
